State,Date,%Retail/Rec Change,%Grocery/Pharm Change,%Parks Change,%Transit Change,%Workplace Change,%Residential Change
New Hampshire,2020-03-21,-39,-2,37,-31,-24,11
New Hampshire,2020-03-22,-41,-15,32,-38,-28,9
New Hampshire,2020-03-23,-38,-10,-18,-38,-39,17
New Hampshire,2020-03-24,-42,-16,-7,-36,-45,21
New Hampshire,2020-03-25,-38,-9,-5,-36,-43,20
New Hampshire,2020-03-26,-34,-2,60,-36,-43,19
New Hampshire,2020-03-27,-37,-6,44,-47,-42,20
New Hampshire,2020-03-28,-51,-22,25,-49,-34,13
New Hampshire,2020-03-29,-58,-35,-63,-63,-38,13
New Hampshire,2020-03-30,-43,-21,-26,-50,-46,20
New Hampshire,2020-03-31,-39,-13,30,-41,-47,20
New Hampshire,2020-04-01,-39,-12,9,-41,-48,21
New Hampshire,2020-04-02,-44,-16,-28,-50,-48,23
New Hampshire,2020-04-03,-47,-16,-39,-58,-48,25
New Hampshire,2020-04-04,-48,-21,18,-49,-36,14
New Hampshire,2020-04-05,-48,-26,15,-57,-37,11
New Hampshire,2020-04-06,-36,-16,74,-46,-48,19
New Hampshire,2020-04-07,-38,-14,63,-42,-49,20
New Hampshire,2020-04-08,-40,-16,17,-46,-50,22
New Hampshire,2020-04-09,-47,-21,-31,-53,-50,24
New Hampshire,2020-04-10,-43,-12,-20,-58,-51,25
New Hampshire,2020-04-11,-42,-7,4,-51,-37,13
New Hampshire,2020-04-12,-65,-62,25,-61,-46,12
New Hampshire,2020-04-13,-46,-27,-40,-59,-50,22
New Hampshire,2020-04-14,-35,-15,54,-44,-48,20
New Hampshire,2020-04-15,-31,-12,26,-47,-48,21
New Hampshire,2020-04-16,-36,-14,14,-48,-48,22
New Hampshire,2020-04-17,-39,-16,8,-56,-47,23
New Hampshire,2020-04-18,-49,-27,-37,-58,-37,15
New Hampshire,2020-04-19,-37,-23,82,-45,-33,9
New Hampshire,2020-04-20,-32,-18,47,-49,-47,19
New Hampshire,2020-04-21,-38,-17,-5,-49,-48,21
New Hampshire,2020-04-22,-35,-15,-5,-51,-48,21
New Hampshire,2020-04-23,-33,-12,68,-43,-46,20
New Hampshire,2020-04-24,-39,-17,-2,-57,-46,23
New Hampshire,2020-04-25,-37,-17,90,-39,-33,10
New Hampshire,2020-04-26,-41,-25,-15,-58,-35,11
New Hampshire,2020-04-27,-37,-21,-33,-55,-47,21
New Hampshire,2020-04-28,-30,-10,40,-43,-47,14
New Hampshire,2020-04-29,-26,-9,75,-37,-47,19
New Hampshire,2020-04-30,-35,-13,-10,-42,-46,21
New Hampshire,2020-05-01,-35,-12,3,-49,-46,23
New Hampshire,2020-05-02,-32,-11,80,-33,-30,9
New Hampshire,2020-05-03,-25,-13,106,-35,-29,6
New Hampshire,2020-05-04,-22,-9,52,-39,-44,17
New Hampshire,2020-05-05,-22,1,57,-33,-44,18
New Hampshire,2020-05-06,-24,-5,56,-35,-44,18
New Hampshire,2020-05-07,-25,-3,91,-33,-43,18
New Hampshire,2020-05-08,-30,-4,43,-42,-43,20
New Hampshire,2020-05-09,-36,-4,-27,-45,-30,12
New Hampshire,2020-05-10,-28,-9,26,-36,-27,7
New Hampshire,2020-05-11,-27,-15,25,-35,-42,17
New Hampshire,2020-05-12,-23,-5,62,-27,-42,17
New Hampshire,2020-05-13,-19,-4,72,-28,-42,17
New Hampshire,2020-05-14,-20,-4,136,-26,-42,16
New Hampshire,2020-05-15,-27,-8,55,-38,-42,19
New Hampshire,2020-05-16,-25,-7,99,-22,-25,7
New Hampshire,2020-05-17,-22,-12,91,-25,-23,6
New Hampshire,2020-05-18,-15,-7,73,-27,-40,15
New Hampshire,2020-05-19,-13,-1,98,-23,-40,15
New Hampshire,2020-05-20,-9,1,111,-22,-40,15
New Hampshire,2020-05-21,-8,4,157,-20,-40,15
New Hampshire,2020-05-22,-12,6,177,-22,-42,15
New Hampshire,2020-05-23,-19,0,129,-13,-23,6
New Hampshire,2020-05-24,-9,-2,170,-12,-22,3
New Hampshire,2020-05-25,-8,-6,181,-31,-75,21
New Hampshire,2020-05-26,-10,0,122,-16,-39,14
New Hampshire,2020-05-27,-8,1,127,-19,-39,14
New Hampshire,2020-05-28,-9,2,121,-19,-37,15
New Hampshire,2020-05-29,-16,-1,96,-28,-37,16
New Hampshire,2020-05-30,-16,-1,116,-13,-13,6
New Hampshire,2020-05-31,-9,-4,103,-11,-13,4
New Hampshire,2020-06-01,-6,0,100,-17,-36,12
New Hampshire,2020-06-02,-8,1,101,-13,-36,14
New Hampshire,2020-06-03,-5,4,78,-18,-36,14
New Hampshire,2020-06-04,-5,7,173,-15,-35,12
New Hampshire,2020-06-05,-11,5,147,-29,-35,13
New Hampshire,2020-06-06,-14,1,136,-14,-14,5
New Hampshire,2020-06-07,-7,-2,116,-16,-13,3
New Hampshire,2020-06-08,-1,3,170,-15,-35,11
New Hampshire,2020-06-09,-5,5,136,-15,-35,12
New Hampshire,2020-06-10,-2,5,135,-17,-35,12
New Hampshire,2020-06-11,-8,3,88,-15,-35,14
New Hampshire,2020-06-12,-10,4,223,-19,-34,11
New Hampshire,2020-06-13,-11,2,189,-3,-9,3
New Hampshire,2020-06-14,-3,-2,167,-6,-7,2
New Hampshire,2020-06-15,2,2,167,-15,-34,10
New Hampshire,2020-06-16,3,7,202,-11,-34,10
New Hampshire,2020-06-17,3,8,200,-13,-34,11
New Hampshire,2020-06-18,2,9,252,-9,-34,10
New Hampshire,2020-06-19,-4,9,252,-17,-35,9
New Hampshire,2020-06-20,-7,10,235,-6,-10,2
New Hampshire,2020-06-21,-1,4,199,-3,-7,-1
New Hampshire,2020-06-22,3,2,189,-14,-36,10
New Hampshire,2020-06-23,2,7,220,-8,-36,10
New Hampshire,2020-06-24,2,6,128,-14,-34,12
New Hampshire,2020-06-25,3,8,252,-6,-33,9
New Hampshire,2020-06-26,-5,5,233,-14,-34,10
New Hampshire,2020-06-27,-9,0,181,-2,-10,3
New Hampshire,2020-06-28,-2,-2,147,-5,-6,2
New Hampshire,2020-06-29,3,2,105,-15,-35,11
New Hampshire,2020-06-30,5,7,117,-15,-35,12
New Hampshire,2020-07-01,9,12,150,-13,-36,11
New Hampshire,2020-07-02,16,23,349,4,-37,8
New Hampshire,2020-07-03,10,26,284,-19,-60,15
New Hampshire,2020-07-04,-28,-2,331,-20,-29,1
New Hampshire,2020-07-05,-3,-4,232,-4,-12,-1
New Hampshire,2020-07-06,11,10,303,-10,-39,9
New Hampshire,2020-07-07,6,10,271,-8,-37,10
New Hampshire,2020-07-08,3,7,151,-12,-36,11
New Hampshire,2020-07-09,4,10,299,-11,-34,9
New Hampshire,2020-07-10,-5,5,211,-20,-35,11
New Hampshire,2020-07-11,-8,2,138,-17,-11,4
New Hampshire,2020-07-12,0,1,227,-4,-7,0
New Hampshire,2020-07-13,3,4,186,-18,-35,10
New Hampshire,2020-07-14,2,6,153,-15,-35,11
New Hampshire,2020-07-15,6,9,226,-13,-34,9
New Hampshire,2020-07-16,5,10,273,-7,-33,9
New Hampshire,2020-07-17,-3,8,168,-15,-34,11
New Hampshire,2020-07-18,-9,4,292,-3,-9,0
New Hampshire,2020-07-19,-1,2,258,-3,-8,-1
New Hampshire,2020-07-20,5,7,259,-14,-35,9
New Hampshire,2020-07-21,5,10,280,-12,-35,9
New Hampshire,2020-07-22,5,8,170,-17,-34,10
New Hampshire,2020-07-23,1,7,169,-12,-33,11
New Hampshire,2020-07-24,-1,8,279,-15,-33,9
New Hampshire,2020-07-25,-6,5,280,-2,-8,0
New Jersey,2020-02-15,3,-3,5,2,1,0
New Jersey,2020-02-16,4,-4,20,0,0,0
New Jersey,2020-02-17,14,1,63,-15,-36,8
New Jersey,2020-02-18,1,0,5,2,-1,1
New Jersey,2020-02-19,2,0,16,2,1,0
New Jersey,2020-02-20,1,-1,2,1,0,0
New Jersey,2020-02-21,-1,-3,-2,0,2,1
New Jersey,2020-02-22,7,1,59,6,4,-1
New Jersey,2020-02-23,6,2,104,5,2,-1
New Jersey,2020-02-24,1,0,46,1,3,0
New Jersey,2020-02-25,-1,-3,-9,-1,2,0
New Jersey,2020-02-26,3,1,0,2,2,0
New Jersey,2020-02-27,2,1,2,2,1,0
New Jersey,2020-02-28,2,1,2,2,3,0
New Jersey,2020-02-29,7,2,9,2,4,-1
New Jersey,2020-03-01,8,4,28,3,2,-1
New Jersey,2020-03-02,6,5,53,1,3,-1
New Jersey,2020-03-03,4,6,10,2,3,0
New Jersey,2020-03-04,8,7,36,2,2,-1
New Jersey,2020-03-05,7,9,39,3,2,-1
New Jersey,2020-03-06,-2,0,-6,-3,2,2
New Jersey,2020-03-07,9,9,45,2,6,-1
New Jersey,2020-03-08,8,6,116,2,2,0
New Jersey,2020-03-09,8,8,121,-4,1,0
New Jersey,2020-03-10,5,10,34,-7,-2,1
New Jersey,2020-03-11,6,12,48,-8,-3,1
New Jersey,2020-03-12,5,25,19,-14,-5,3
New Jersey,2020-03-13,-1,27,39,-20,-9,6
New Jersey,2020-03-14,-7,16,87,-16,-2,4
New Jersey,2020-03-15,-14,6,79,-24,-8,5
New Jersey,2020-03-16,-10,18,9,-35,-25,11
New Jersey,2020-03-17,-27,4,9,-41,-35,16
New Jersey,2020-03-18,-30,1,46,-43,-39,17
New Jersey,2020-03-19,-35,-3,0,-50,-43,21
New Jersey,2020-03-20,-35,4,51,-49,-44,21
New Jersey,2020-03-21,-42,-1,51,-48,-30,14
New Jersey,2020-03-22,-57,-31,-3,-61,-38,15
New Jersey,2020-03-23,-56,-34,-55,-67,-55,26
New Jersey,2020-03-24,-46,-18,32,-60,-55,24
New Jersey,2020-03-25,-51,-27,-32,-65,-57,27
New Jersey,2020-03-26,-46,-19,52,-62,-57,26
New Jersey,2020-03-27,-48,-21,42,-63,-56,27
New Jersey,2020-03-28,-59,-32,-47,-67,-44,19
New Jersey,2020-03-29,-59,-33,-36,-70,-44,16
New Jersey,2020-03-30,-49,-25,-11,-66,-58,26
New Jersey,2020-03-31,-49,-24,-21,-67,-60,27
New Jersey,2020-04-01,-47,-21,13,-65,-60,27
New Jersey,2020-04-02,-51,-15,3,-67,-61,28
New Jersey,2020-04-03,-62,0,-30,-67,-60,30
New Jersey,2020-04-04,-64,-2,21,-62,-45,18
New Jersey,2020-04-05,-66,-11,26,-67,-45,16
New Jersey,2020-04-06,-58,-2,38,-65,-61,26
New Jersey,2020-04-07,-57,-5,22,-66,-62,27
New Jersey,2020-04-08,-58,-7,-10,-67,-63,28
New Jersey,2020-04-09,-61,-8,-34,-70,-64,30
New Jersey,2020-04-10,-62,-8,-43,-72,-68,33
New Jersey,2020-04-11,-61,-3,-12,-65,-47,18
New Jersey,2020-04-12,-76,-48,-19,-72,-52,16
New Jersey,2020-04-13,-70,-40,-54,-76,-64,30
New Jersey,2020-04-14,-58,-19,-12,-67,-61,27
New Jersey,2020-04-15,-56,-20,-17,-67,-61,27
New Jersey,2020-04-16,-58,-20,-24,-68,-62,28
New Jersey,2020-04-17,-59,-22,-31,-68,-60,30
New Jersey,2020-04-18,-64,-27,-43,-68,-44,19
New Jersey,2020-04-19,-62,-28,1,-67,-42,15
New Jersey,2020-04-20,-58,-24,-18,-67,-59,26
New Jersey,2020-04-21,-60,-25,-33,-69,-60,27
New Jersey,2020-04-22,-56,-20,-18,-66,-59,26
New Jersey,2020-04-23,-58,-21,-23,-67,-59,27
New Jersey,2020-04-24,-62,-27,-50,-71,-59,31
New Jersey,2020-04-25,-57,-19,26,-58,-39,15
New Jersey,2020-04-26,-67,-35,-59,-73,-44,16
New Jersey,2020-04-27,-57,-23,-31,-67,-57,26
New Jersey,2020-04-28,-51,-15,25,-61,-58,19
New Jersey,2020-04-29,-54,-20,-21,-64,-58,26
New Jersey,2020-04-30,-56,-23,-38,-67,-59,28
New Jersey,2020-05-01,-53,-17,-15,-64,-56,27
New Jersey,2020-05-02,-50,-13,122,-52,-36,13
New Jersey,2020-05-03,-52,-19,93,-60,-36,12
New Jersey,2020-05-04,-47,-15,32,-62,-55,23
New Jersey,2020-05-05,-46,-10,31,-60,-55,23
New Jersey,2020-05-06,-52,-19,-21,-64,-56,25
New Jersey,2020-05-07,-47,-10,65,-60,-55,23
New Jersey,2020-05-08,-53,-15,-22,-64,-54,27
New Jersey,2020-05-09,-50,-5,5,-58,-34,15
New Jersey,2020-05-10,-47,-13,73,-58,-32,10
New Jersey,2020-05-11,-51,-21,1,-63,-53,23
New Jersey,2020-05-12,-47,-12,34,-59,-53,23
New Jersey,2020-05-13,-44,-12,61,-58,-53,22
New Jersey,2020-05-14,-44,-12,66,-58,-53,23
New Jersey,2020-05-15,-45,-12,81,-57,-52,23
New Jersey,2020-05-16,-45,-11,146,-49,-31,11
New Jersey,2020-05-17,-46,-17,100,-57,-29,11
New Jersey,2020-05-18,-42,-14,42,-59,-51,21
New Jersey,2020-05-19,-42,-10,41,-57,-51,22
New Jersey,2020-05-20,-41,-9,55,-56,-51,21
New Jersey,2020-05-21,-39,-6,86,-54,-51,21
New Jersey,2020-05-22,-44,-9,41,-56,-50,23
New Jersey,2020-05-23,-50,-15,16,-56,-29,14
New Jersey,2020-05-24,-43,-11,138,-52,-27,8
New Jersey,2020-05-25,-44,-15,156,-65,-76,26
New Jersey,2020-05-26,-39,-9,91,-53,-49,19
New Jersey,2020-05-27,-39,-9,93,-52,-49,20
New Jersey,2020-05-28,-42,-10,41,-55,-49,21
New Jersey,2020-05-29,-43,-11,52,-54,-48,22
New Jersey,2020-05-30,-40,-6,173,-42,-17,9
New Jersey,2020-05-31,-40,-10,171,-46,-18,8
New Jersey,2020-06-01,-37,-8,84,-52,-46,18
New Jersey,2020-06-02,-38,-5,68,-53,-47,19
New Jersey,2020-06-03,-39,-7,57,-53,-47,20
New Jersey,2020-06-04,-36,-1,99,-51,-47,19
New Jersey,2020-06-05,-41,-7,33,-53,-46,21
New Jersey,2020-06-06,-38,-2,168,-41,-17,8
New Jersey,2020-06-07,-36,-6,206,-44,-17,6
New Jersey,2020-06-08,-33,-6,121,-51,-44,17
New Jersey,2020-06-09,-32,-1,122,-50,-45,17
New Jersey,2020-06-10,-33,-4,113,-49,-45,17
New Jersey,2020-06-11,-37,-7,49,-52,-46,20
New Jersey,2020-06-12,-34,0,132,-46,-43,17
New Jersey,2020-06-13,-34,1,232,-35,-13,6
New Jersey,2020-06-14,-34,-5,206,-42,-13,6
New Jersey,2020-06-15,-26,-4,110,-47,-43,16
New Jersey,2020-06-16,-26,0,123,-46,-44,16
New Jersey,2020-06-17,-27,-2,110,-45,-44,16
New Jersey,2020-06-18,-28,-1,98,-46,-45,17
New Jersey,2020-06-19,-29,1,121,-43,-43,15
New Jersey,2020-06-20,-29,4,172,-33,-13,6
New Jersey,2020-06-21,-30,-3,171,-38,-11,4
New Jersey,2020-06-22,-23,-5,122,-45,-45,15
New Jersey,2020-06-23,-22,1,125,-44,-45,15
New Jersey,2020-06-24,-21,0,137,-42,-43,14
New Jersey,2020-06-25,-23,1,130,-42,-44,15
New Jersey,2020-06-26,-27,0,140,-39,-42,14
New Jersey,2020-06-27,-30,-2,141,-30,-14,6
New Jersey,2020-06-28,-28,-5,173,-35,-9,5
New Jersey,2020-06-29,-18,-1,139,-41,-42,13
New Jersey,2020-06-30,-18,1,104,-43,-43,14
New Jersey,2020-07-01,-18,1,94,-41,-43,14
New Jersey,2020-07-02,-10,12,163,-36,-44,12
New Jersey,2020-07-03,-15,14,153,-41,-60,18
New Jersey,2020-07-04,-38,-5,219,-36,-29,5
New Jersey,2020-07-05,-29,-9,180,-30,-16,3
New Jersey,2020-07-06,-24,-6,84,-41,-46,15
New Jersey,2020-07-07,-17,5,126,-39,-44,13
New Jersey,2020-07-08,-20,0,107,-41,-43,14
New Jersey,2020-07-09,-18,4,154,-40,-43,13
New Jersey,2020-07-10,-39,-16,-6,-49,-45,20
New Jersey,2020-07-11,-24,3,133,-29,-10,5
New Jersey,2020-07-12,-22,-2,224,-28,-11,3
New Jersey,2020-07-13,-17,1,137,-42,-42,13
New Jersey,2020-07-14,-15,4,157,-41,-43,13
New Jersey,2020-07-15,-14,2,155,-41,-42,13
New Jersey,2020-07-16,-15,3,156,-41,-42,13
New Jersey,2020-07-17,-20,0,101,-40,-41,14
New Jersey,2020-07-18,-21,2,209,-25,-11,3
New Jersey,2020-07-19,-22,-4,178,-31,-13,4
New Jersey,2020-07-20,-17,-2,109,-43,-43,14
New Jersey,2020-07-21,-15,3,130,-43,-43,13
New Jersey,2020-07-22,-20,-4,77,-44,-42,15
New Jersey,2020-07-23,-17,1,100,-43,-42,14
New Jersey,2020-07-24,-22,-2,75,-42,-41,15
New Jersey,2020-07-25,-20,2,219,-24,-11,3
New Mexico,2020-02-15,5,8,21,2,0,-1
New Mexico,2020-02-16,10,9,33,7,1,-1
New Mexico,2020-02-17,8,6,35,7,-26,4
New Mexico,2020-02-18,4,6,15,4,3,-1
New Mexico,2020-02-19,2,4,5,3,3,0
New Mexico,2020-02-20,4,4,8,5,1,0
New Mexico,2020-02-21,3,6,0,3,5,-1
New Mexico,2020-02-22,2,3,-9,-1,0,0
New Mexico,2020-02-23,2,1,-25,1,1,1
New Mexico,2020-02-24,4,5,9,5,3,-1
New Mexico,2020-02-25,4,3,-3,4,3,0
New Mexico,2020-02-26,12,9,6,6,3,-1
New Mexico,2020-02-27,13,10,24,11,1,-1
New Mexico,2020-02-28,12,14,15,9,5,-3
New Mexico,2020-02-29,12,13,26,7,3,-3
New Mexico,2020-03-01,17,15,17,11,4,-2
New Mexico,2020-03-02,12,13,19,9,4,-2
New Mexico,2020-03-03,14,15,11,8,3,-1
New Mexico,2020-03-04,13,13,20,7,3,-1
New Mexico,2020-03-05,12,13,32,8,2,-1
New Mexico,2020-03-06,8,12,21,8,5,-2
New Mexico,2020-03-07,10,14,37,12,3,-3
New Mexico,2020-03-08,9,9,-4,9,2,0
New Mexico,2020-03-09,12,15,47,10,2,-2
New Mexico,2020-03-10,12,14,35,9,1,-1
New Mexico,2020-03-11,12,21,30,8,1,-1
New Mexico,2020-03-12,13,37,28,10,-4,0
New Mexico,2020-03-13,1,39,-13,3,-6,3
New Mexico,2020-03-14,-5,24,20,8,-2,2
New Mexico,2020-03-15,-7,16,19,6,-5,3
New Mexico,2020-03-16,-2,25,36,4,-20,5
New Mexico,2020-03-17,-11,22,13,3,-25,9
New Mexico,2020-03-18,-15,19,-7,-2,-28,11
New Mexico,2020-03-19,-24,17,-2,-6,-33,13
New Mexico,2020-03-20,-28,15,-2,-10,-31,13
New Mexico,2020-03-21,-37,3,-9,-10,-23,10
New Mexico,2020-03-22,-36,-3,10,-16,-26,8
New Mexico,2020-03-23,-26,12,4,-20,-36,13
New Mexico,2020-03-24,-39,-7,5,-19,-43,17
New Mexico,2020-03-25,-41,-12,-6,-23,-44,18
New Mexico,2020-03-26,-41,-15,-18,-26,-47,19
New Mexico,2020-03-27,-43,-13,-28,-33,-44,19
New Mexico,2020-03-28,-47,-18,-28,-29,-33,14
New Mexico,2020-03-29,-44,-18,-12,-31,-34,11
New Mexico,2020-03-30,-37,-12,-9,-30,-45,16
New Mexico,2020-03-31,-34,-8,7,-22,-45,17
New Mexico,2020-04-01,-33,-5,-3,-24,-46,18
New Mexico,2020-04-02,-34,-6,2,-26,-47,19
New Mexico,2020-04-03,-35,-2,-8,-30,-44,18
New Mexico,2020-04-04,-44,-12,-18,-31,-34,13
New Mexico,2020-04-05,-41,-11,-7,-33,-35,10
New Mexico,2020-04-06,-34,-7,1,-30,-45,16
New Mexico,2020-04-07,-36,-7,2,-26,-47,18
New Mexico,2020-04-08,-37,-10,0,-28,-47,18
New Mexico,2020-04-09,-36,-7,1,-31,-48,19
New Mexico,2020-04-10,-39,-5,-11,-35,-51,20
New Mexico,2020-04-11,-46,-10,-22,-36,-36,14
New Mexico,2020-04-12,-60,-36,-39,-42,-40,11
New Mexico,2020-04-13,-44,-19,-42,-40,-49,19
New Mexico,2020-04-14,-37,-11,-19,-30,-46,19
New Mexico,2020-04-15,-28,-5,-9,-26,-45,17
New Mexico,2020-04-16,-31,-7,-2,-26,-46,18
New Mexico,2020-04-17,-35,-8,-10,-30,-43,18
New Mexico,2020-04-18,-42,-14,-22,-31,-32,13
New Mexico,2020-04-19,-37,-13,-10,-34,-32,10
New Mexico,2020-04-20,-30,-9,1,-30,-45,16
New Mexico,2020-04-21,-30,-6,-3,-26,-45,17
New Mexico,2020-04-22,-31,-7,-6,-26,-45,18
New Mexico,2020-04-23,-30,-6,1,-26,-46,18
New Mexico,2020-04-24,-33,-3,-7,-29,-43,17
New Mexico,2020-04-25,-38,-9,-5,-28,-32,11
New Mexico,2020-04-26,-34,-10,-3,-32,-32,9
New Mexico,2020-04-27,-27,-5,2,-27,-44,16
New Mexico,2020-04-28,-27,-3,4,-23,-45,10
New Mexico,2020-04-29,-26,-2,3,-23,-44,16
New Mexico,2020-04-30,-25,0,9,-22,-45,17
New Mexico,2020-05-01,-27,5,3,-22,-41,15
New Mexico,2020-05-02,-35,-3,-1,-24,-30,10
New Mexico,2020-05-03,-30,-2,6,-25,-28,8
New Mexico,2020-05-04,-23,2,5,-22,-42,14
New Mexico,2020-05-05,-23,7,11,-18,-43,15
New Mexico,2020-05-06,-26,2,11,-20,-42,16
New Mexico,2020-05-07,-26,4,16,-18,-44,16
New Mexico,2020-05-08,-28,7,7,-21,-40,15
New Mexico,2020-05-09,-32,10,5,-20,-27,9
New Mexico,2020-05-10,-29,9,2,-22,-23,6
New Mexico,2020-05-11,-28,-4,0,-22,-41,15
New Mexico,2020-05-12,-24,2,17,-15,-41,15
New Mexico,2020-05-13,-23,2,17,-15,-40,15
New Mexico,2020-05-14,-23,3,25,-18,-42,16
New Mexico,2020-05-15,-26,6,18,-23,-39,14
New Mexico,2020-05-16,-31,-2,13,-22,-24,9
New Mexico,2020-05-17,-27,-2,19,-21,-21,7
New Mexico,2020-05-18,-19,2,19,-23,-38,13
New Mexico,2020-05-19,-18,5,17,-18,-39,14
New Mexico,2020-05-20,-17,6,24,-18,-38,14
New Mexico,2020-05-21,-16,8,34,-15,-40,14
New Mexico,2020-05-22,-21,10,33,-16,-38,13
New Mexico,2020-05-23,-30,2,31,-17,-23,8
New Mexico,2020-05-24,-24,3,48,-18,-22,5
New Mexico,2020-05-25,-26,-3,46,-23,-68,18
New Mexico,2020-05-26,-18,5,28,-24,-37,13
New Mexico,2020-05-27,-17,3,28,-18,-37,13
New Mexico,2020-05-28,-17,5,36,-14,-38,14
New Mexico,2020-05-29,-21,6,25,-18,-34,13
New Mexico,2020-05-30,-28,-1,16,-16,-15,8
New Mexico,2020-05-31,-22,0,25,-15,-14,6
New Mexico,2020-06-01,-10,5,16,-15,-34,11
New Mexico,2020-06-02,-7,10,32,-11,-34,12
New Mexico,2020-06-03,-9,9,31,-13,-34,12
New Mexico,2020-06-04,-10,9,39,-13,-36,12
New Mexico,2020-06-05,-15,10,29,-15,-33,11
New Mexico,2020-06-06,-21,4,18,-15,-15,6
New Mexico,2020-06-07,-15,5,35,-12,-12,4
New Mexico,2020-06-08,-10,5,23,-16,-34,10
New Mexico,2020-06-09,-10,7,29,-13,-34,12
New Mexico,2020-06-10,-9,6,39,-13,-34,11
New Mexico,2020-06-11,-10,6,42,-10,-35,12
New Mexico,2020-06-12,-14,8,31,-13,-32,10
New Mexico,2020-06-13,-19,3,35,-9,-12,5
New Mexico,2020-06-14,-13,4,42,-9,-11,4
New Mexico,2020-06-15,-9,4,34,-12,-34,10
New Mexico,2020-06-16,-8,7,41,-10,-34,11
New Mexico,2020-06-17,-9,6,36,-10,-34,11
New Mexico,2020-06-18,-8,8,48,-7,-35,11
New Mexico,2020-06-19,-12,11,40,-9,-33,8
New Mexico,2020-06-20,-17,8,50,-8,-13,4
New Mexico,2020-06-21,-16,9,39,-9,-9,2
New Mexico,2020-06-22,-10,1,36,-10,-36,10
New Mexico,2020-06-23,-9,4,37,-7,-36,11
New Mexico,2020-06-24,-8,4,39,-10,-34,11
New Mexico,2020-06-25,-8,5,50,-6,-35,11
New Mexico,2020-06-26,-13,6,40,-8,-32,10
New Mexico,2020-06-27,-19,0,40,-2,-14,5
New Mexico,2020-06-28,-14,0,41,-1,-11,4
New Mexico,2020-06-29,-8,2,38,-5,-34,9
New Mexico,2020-06-30,-5,7,41,-4,-34,10
New Mexico,2020-07-01,-2,10,41,-2,-34,10
New Mexico,2020-07-02,0,17,53,2,-38,10
New Mexico,2020-07-03,-7,21,60,-3,-53,12
New Mexico,2020-07-04,-35,3,42,-19,-24,6
New Mexico,2020-07-05,-22,-8,28,-13,-18,4
New Mexico,2020-07-06,-7,5,34,-7,-39,10
New Mexico,2020-07-07,-8,6,38,-6,-37,11
New Mexico,2020-07-08,-10,4,32,-10,-35,11
New Mexico,2020-07-09,-10,4,37,-9,-37,11
New Mexico,2020-07-10,-15,5,26,-12,-34,10
New Mexico,2020-07-11,-22,-1,20,-11,-14,6
New Mexico,2020-07-12,-17,-1,19,-12,-14,5
New Mexico,2020-07-13,-14,2,18,-14,-37,11
New Mexico,2020-07-14,-13,5,26,-12,-37,12
New Mexico,2020-07-15,-13,3,21,-14,-36,12
New Mexico,2020-07-16,-14,3,39,-11,-37,12
New Mexico,2020-07-17,-18,0,28,-13,-35,11
New Mexico,2020-07-18,-24,-5,31,-10,-17,6
New Mexico,2020-07-19,-20,-6,31,-10,-15,5
New Mexico,2020-07-20,-14,-4,30,-13,-37,10
New Mexico,2020-07-21,-14,-3,32,-12,-37,12
New Mexico,2020-07-22,-13,-4,29,-12,-36,11
New Mexico,2020-07-23,-14,-4,35,-11,-37,12
New Mexico,2020-07-24,-18,-2,23,-14,-34,11
New Mexico,2020-07-25,-24,-6,29,-11,-17,6
New York,2020-02-15,3,-4,-2,-4,1,0
New York,2020-02-16,7,-3,13,0,0,-1
New York,2020-02-17,7,-2,23,-22,-37,9
New York,2020-02-18,-2,-5,-4,-5,-10,3
New York,2020-02-19,3,-2,11,-3,-9,2
New York,2020-02-20,2,-3,0,-3,-9,2
New York,2020-02-21,-1,-5,-8,-6,-9,3
New York,2020-02-22,8,0,29,3,4,-1
New York,2020-02-23,9,2,54,3,3,-1
New York,2020-02-24,3,0,25,-1,4,0
New York,2020-02-25,-1,-2,-1,-1,3,0
New York,2020-02-26,4,3,-1,0,3,0
New York,2020-02-27,-1,-2,-4,0,0,1
New York,2020-02-28,1,0,-9,0,3,1
New York,2020-02-29,7,1,-5,-1,4,0
New York,2020-03-01,10,5,9,0,3,-1
New York,2020-03-02,6,5,16,-1,4,0
New York,2020-03-03,4,6,6,0,4,0
New York,2020-03-04,7,8,16,0,3,0
New York,2020-03-05,8,9,21,0,4,-1
New York,2020-03-06,-1,0,-11,-3,3,1
New York,2020-03-07,10,8,17,0,6,-1
New York,2020-03-08,10,7,61,0,2,-1
New York,2020-03-09,7,8,62,-4,1,0
New York,2020-03-10,1,7,14,-7,-1,1
New York,2020-03-11,3,11,20,-8,-1,1
New York,2020-03-12,1,27,6,-13,-3,2
New York,2020-03-13,-6,28,1,-19,-8,5
New York,2020-03-14,-9,21,20,-20,-2,4
New York,2020-03-15,-14,14,28,-25,-7,4
New York,2020-03-16,-15,24,-10,-36,-25,10
New York,2020-03-17,-31,13,-16,-42,-32,14
New York,2020-03-18,-33,10,7,-44,-36,16
New York,2020-03-19,-39,2,-16,-50,-40,18
New York,2020-03-20,-40,8,-9,-50,-43,20
New York,2020-03-21,-46,0,-1,-50,-30,13
New York,2020-03-22,-54,-19,-15,-59,-36,13
New York,2020-03-23,-62,-37,-64,-69,-57,26
New York,2020-03-24,-53,-18,-16,-63,-56,25
New York,2020-03-25,-56,-23,-38,-66,-57,26
New York,2020-03-26,-52,-18,1,-64,-57,25
